course_id,total_comments,average_completion_rate,negative,positive,neutral,num_users
C_1724288,0.0,0.7285714285714285,0.0,0.0,0.0,203
C_1724289,0.0,0.8002242822966508,0.0,0.0,0.0,374
C_1724291,0.0,,0.0,0.0,0.0,1473
C_1725364,0.0,,0.0,0.0,0.0,6
C_1731879,0.0,0.6264550264550265,0.0,0.0,0.0,595
C_1731881,0.0,0.7555555555555556,0.0,0.0,0.0,225
C_1731884,596.0,0.8907270529567765,7.0,402.0,187.0,1543
C_1731888,24.0,0.0,0.0,21.0,3.0,703
C_1731918,2.0,0.687747083308757,2.0,0.0,0.0,556
C_1732839,20.0,0.7935994926187132,3.0,4.0,13.0,9235
C_1732842,0.0,,0.0,0.0,0.0,2297
C_1732845,1756.0,0.8302613822538217,0.0,72.0,1684.0,1536
C_1734933,0.0,,0.0,0.0,0.0,5
C_1736024,3.0,0.6904903656710103,0.0,2.0,1.0,1401
C_1736284,0.0,,0.0,0.0,0.0,6
C_1736337,0.0,,0.0,0.0,0.0,5
C_1736345,0.0,,0.0,0.0,0.0,6
C_1736357,0.0,,0.0,0.0,0.0,7
C_1736846,0.0,,0.0,0.0,0.0,351
C_1736850,0.0,,0.0,0.0,0.0,3370
C_1737097,1728.0,0.864557615601511,1.0,46.0,1681.0,1674
C_1738560,0.0,0.0,0.0,0.0,0.0,419
C_1738818,9.0,0.6018320566248188,0.0,3.0,6.0,10064
C_1738959,34.0,,3.0,10.0,21.0,9898
C_1738993,73.0,0.5898477513842689,17.0,7.0,49.0,5970
C_1741496,2.0,,0.0,1.0,1.0,503
C_1741498,3.0,0.5862450592885375,1.0,0.0,2.0,336
C_1741500,0.0,0.8579840409541539,0.0,0.0,0.0,841
C_1741501,0.0,0.4537949450320584,0.0,0.0,0.0,507
C_1741502,1.0,0.5517857142857143,0.0,0.0,1.0,297
C_1741505,0.0,0.6499507514956953,0.0,0.0,0.0,459
C_1741506,0.0,0.0,0.0,0.0,0.0,370
C_1741507,1.0,0.0222222222222222,0.0,0.0,1.0,513
C_1741508,0.0,,0.0,0.0,0.0,105
C_1741511,0.0,0.83249898202687,0.0,0.0,0.0,1477
C_1741526,0.0,,0.0,0.0,0.0,270
C_1741534,0.0,,0.0,0.0,0.0,5848
C_1741536,11.0,0.6315313714780791,0.0,1.0,10.0,292
C_1741538,0.0,,0.0,0.0,0.0,461
C_1741554,2.0,0.8669040475561196,0.0,0.0,2.0,11476
C_1741560,0.0,,0.0,0.0,0.0,547
C_1741561,0.0,,0.0,0.0,0.0,5948
C_1741565,0.0,,0.0,0.0,0.0,22
C_1741987,3.0,,1.0,0.0,2.0,536
C_1742805,0.0,0.25,0.0,0.0,0.0,116
C_1748240,2.0,0.7142857142857143,0.0,0.0,2.0,5367
C_1749554,0.0,,0.0,0.0,0.0,3213
C_1749733,0.0,,0.0,0.0,0.0,1
C_1750779,0.0,,0.0,0.0,0.0,2052
C_1750780,0.0,,0.0,0.0,0.0,1805
C_1750781,1.0,0.5,0.0,1.0,0.0,117
C_1750786,3662.0,0.7453487139507811,583.0,919.0,2160.0,2809
C_1750788,1139.0,0.6506726598857352,0.0,1094.0,45.0,593
C_1750789,0.0,0.3283333333333333,0.0,0.0,0.0,907
C_1750791,0.0,,0.0,0.0,0.0,6259
C_1750793,19.0,0.8006178609721757,1.0,2.0,16.0,1773
C_1750795,0.0,0.7972777774552579,0.0,0.0,0.0,543
C_1750814,0.0,,0.0,0.0,0.0,334
C_1750819,0.0,,0.0,0.0,0.0,450
C_1750851,2.0,0.7908552615191856,0.0,0.0,2.0,3790
C_1751256,0.0,,0.0,0.0,0.0,1091
C_1753434,83.0,0.4010829366686946,3.0,5.0,75.0,113
C_1753494,0.0,,0.0,0.0,0.0,31
C_1755846,8.0,0.6855562157522942,0.0,1.0,7.0,311
C_1755887,0.0,1.0,0.0,0.0,0.0,88
C_1755888,2.0,0.6935794388883634,0.0,1.0,1.0,264
C_1755889,2.0,0.0,1.0,1.0,0.0,164
C_1755891,68.0,0.7703485669860372,0.0,8.0,60.0,479
C_1755893,13.0,0.6064270152505447,0.0,4.0,9.0,150
C_1755895,14.0,0.6179174201326099,0.0,0.0,14.0,225
C_1755899,3.0,0.8223174603174601,0.0,0.0,3.0,164
C_1755907,0.0,0.3992704826038159,0.0,0.0,0.0,243
C_1755909,3.0,0.8208992040342307,1.0,0.0,2.0,424
C_1755912,0.0,0.0,0.0,0.0,0.0,518
C_1755913,0.0,,0.0,0.0,0.0,94
C_1755915,0.0,0.4708333333333334,0.0,0.0,0.0,253
C_1755916,0.0,,0.0,0.0,0.0,2
C_1755917,0.0,0.0,0.0,0.0,0.0,36
C_1755919,1.0,0.7762371004949934,0.0,1.0,0.0,166
C_1755920,0.0,0.5319264069264069,0.0,0.0,0.0,89
C_1755921,0.0,0.2861423220973783,0.0,0.0,0.0,63
C_1755922,4.0,0.7640305905108538,0.0,2.0,2.0,212
C_1755924,0.0,0.5296296296296296,0.0,0.0,0.0,193
C_1755925,2.0,0.6941632747872136,0.0,2.0,0.0,111
C_1755926,0.0,,0.0,0.0,0.0,1
C_1755928,0.0,,0.0,0.0,0.0,1
C_1755929,5.0,0.7382275175499476,0.0,2.0,3.0,246
C_1755930,0.0,,0.0,0.0,0.0,35
C_1755931,0.0,,0.0,0.0,0.0,1
C_1755933,0.0,,0.0,0.0,0.0,1
C_1755936,0.0,,0.0,0.0,0.0,1
C_1755938,0.0,0.7505685856432125,0.0,0.0,0.0,58
C_1755939,1.0,0.7905648926237162,0.0,1.0,0.0,92
C_1755940,0.0,0.7568807339449541,0.0,0.0,0.0,71
C_1755941,0.0,0.8284307815953385,0.0,0.0,0.0,293
C_1755943,0.0,,0.0,0.0,0.0,1
C_1755944,0.0,0.8011802300263838,0.0,0.0,0.0,116
C_1755945,0.0,,0.0,0.0,0.0,7
C_1755946,0.0,0.5242940771349862,0.0,0.0,0.0,175
C_1755948,0.0,0.3666666666666666,0.0,0.0,0.0,329
C_1755950,0.0,0.6363636363636364,0.0,0.0,0.0,110
C_1755951,0.0,0.9861111111111112,0.0,0.0,0.0,339
C_1755952,1.0,,0.0,0.0,1.0,282
C_1755953,0.0,,0.0,0.0,0.0,1
C_1755955,5.0,,0.0,4.0,1.0,455
C_1755958,0.0,0.5190682333539477,0.0,0.0,0.0,164
C_1755959,2.0,0.7251939033189033,0.0,2.0,0.0,186
C_1755961,0.0,0.8202614379084966,0.0,0.0,0.0,133
C_1755962,0.0,0.4666666666666666,0.0,0.0,0.0,152
C_1756056,1.0,0.8536913123815992,0.0,0.0,1.0,574
C_1756058,2.0,0.253518665083762,2.0,0.0,0.0,289
C_1756060,8.0,0.6900403015556424,0.0,1.0,7.0,524
C_1756062,4.0,0.7393407412880861,0.0,3.0,1.0,747
C_1756063,3015.0,0.9114382104341536,21.0,62.0,2932.0,4754
C_1756066,0.0,0.8306147832267236,0.0,0.0,0.0,429
C_1756067,0.0,0.8415300546448087,0.0,0.0,0.0,171
C_1756069,0.0,0.7582304148093623,0.0,0.0,0.0,334
C_1756070,0.0,0.8071572871572873,0.0,0.0,0.0,138
C_1756072,0.0,0.4539473684210526,0.0,0.0,0.0,88
C_1756073,0.0,0.7012195121951219,0.0,0.0,0.0,63
C_1756074,1.0,0.7873397435897438,0.0,1.0,0.0,228
C_1756075,0.0,0.9574862637362636,0.0,0.0,0.0,175
C_1756076,0.0,1.0,0.0,0.0,0.0,37
C_1756077,6.0,0.8831924485770638,0.0,0.0,6.0,579
C_1756078,2.0,0.6260820272917048,0.0,1.0,1.0,327
C_1756674,8.0,0.6,0.0,8.0,0.0,181
C_1756753,0.0,0.8794117647058823,0.0,0.0,0.0,216
C_1758019,0.0,0.524737823322729,0.0,0.0,0.0,1435
C_1760247,0.0,,0.0,0.0,0.0,1
C_1760256,0.0,,0.0,0.0,0.0,1
C_1760264,0.0,,0.0,0.0,0.0,1
C_1760276,0.0,,0.0,0.0,0.0,1
C_1760282,0.0,,0.0,0.0,0.0,1
C_1760285,0.0,,0.0,0.0,0.0,1
C_1760295,0.0,0.7970085470085471,0.0,0.0,0.0,138
C_1760297,1.0,0.5531747934437808,1.0,0.0,0.0,1150
C_1760314,1.0,0.371110325318246,0.0,0.0,1.0,183
C_1760320,0.0,,0.0,0.0,0.0,1
C_1760323,0.0,0.5404411764705882,0.0,0.0,0.0,422
C_1760327,0.0,,0.0,0.0,0.0,1
C_1761358,0.0,0.6904761904761905,0.0,0.0,0.0,78
C_1761361,0.0,,0.0,0.0,0.0,109
C_1761364,0.0,0.7936912860382249,0.0,0.0,0.0,181
C_1761366,0.0,1.0,0.0,0.0,0.0,35
C_1761367,0.0,0.3333333333333333,0.0,0.0,0.0,113
C_1761368,0.0,0.64840846353055,0.0,0.0,0.0,292
C_1761369,0.0,0.6831437320849086,0.0,0.0,0.0,214
C_1761370,2.0,0.6881313131313131,2.0,0.0,0.0,193
C_1761372,5.0,0.7098039215686275,0.0,0.0,5.0,104
C_1761374,0.0,0.5934644730791674,0.0,0.0,0.0,263
C_1761375,0.0,0.8012345679012345,0.0,0.0,0.0,322
C_1761377,1.0,0.4707207207207206,0.0,1.0,0.0,221
C_1761379,0.0,0.5714285714285714,0.0,0.0,0.0,164
C_1761380,0.0,0.3857142857142857,0.0,0.0,0.0,208
C_1761383,0.0,0.6380341880341881,0.0,0.0,0.0,126
C_1761385,0.0,0.590625,0.0,0.0,0.0,166
C_1761386,30.0,0.6608640021421032,0.0,3.0,27.0,707
C_1761459,0.0,0.5,0.0,0.0,0.0,26
C_1761460,0.0,0.7777777777777778,0.0,0.0,0.0,226
C_1761461,0.0,,0.0,0.0,0.0,26
C_1761462,0.0,0.6869471108601544,0.0,0.0,0.0,127
C_1761463,0.0,0.751082251082251,0.0,0.0,0.0,65
C_1761467,0.0,,0.0,0.0,0.0,24
C_1761469,1.0,0.5555555555555555,0.0,0.0,1.0,91
C_1762748,0.0,,0.0,0.0,0.0,107
C_1762972,0.0,,0.0,0.0,0.0,7
C_1764842,0.0,0.8333333333333334,0.0,0.0,0.0,45
C_1764843,0.0,,0.0,0.0,0.0,108
C_1764844,0.0,0.7727748691099476,0.0,0.0,0.0,110
C_1764846,0.0,0.4510752688172043,0.0,0.0,0.0,354
C_1764847,0.0,0.7653333333333333,0.0,0.0,0.0,162
C_1764848,0.0,0.6142857142857143,0.0,0.0,0.0,44
C_1764849,0.0,0.4420454545454545,0.0,0.0,0.0,68
C_1764850,0.0,0.5416666666666666,0.0,0.0,0.0,24
C_1764851,0.0,0.8,0.0,0.0,0.0,55
C_1764852,0.0,0.8202247191011235,0.0,0.0,0.0,83
C_1764853,0.0,0.5769230769230769,0.0,0.0,0.0,32
C_1764854,0.0,0.65,0.0,0.0,0.0,25
C_1764855,0.0,0.75,0.0,0.0,0.0,20
C_1764856,0.0,0.6666666666666666,0.0,0.0,0.0,32
C_1764857,0.0,,0.0,0.0,0.0,22
C_1764858,0.0,,0.0,0.0,0.0,21
C_1764859,0.0,0.563888888888889,0.0,0.0,0.0,158
C_1764860,0.0,0.6875,0.0,0.0,0.0,51
C_1764861,0.0,0.3636363636363636,0.0,0.0,0.0,19
C_1764862,0.0,0.5472943722943723,0.0,0.0,0.0,78
C_1764863,0.0,0.0,0.0,0.0,0.0,143
C_1764864,0.0,0.825,0.0,0.0,0.0,210
C_1764865,0.0,0.6967492384159051,0.0,0.0,0.0,654
C_1764866,0.0,0.7777777777777778,0.0,0.0,0.0,70
C_1764867,0.0,0.0,0.0,0.0,0.0,108
C_1764869,0.0,0.4451033243486073,0.0,0.0,0.0,93
C_1765585,0.0,0.6764705882352942,0.0,0.0,0.0,220
C_1765588,0.0,0.9350877192982456,0.0,0.0,0.0,119
C_1765591,0.0,0.9666666666666668,0.0,0.0,0.0,123
C_1765592,1.0,0.418625855874178,0.0,0.0,1.0,122
C_1765595,0.0,0.7020449593979006,0.0,0.0,0.0,149
C_1765596,0.0,0.6666666666666666,0.0,0.0,0.0,85
C_1765598,4.0,0.7507936507936508,0.0,2.0,2.0,53
C_1765600,0.0,0.8279169243454959,0.0,0.0,0.0,319
C_1765602,0.0,0.4705882352941176,0.0,0.0,0.0,61
C_1765604,0.0,0.2866666666666666,0.0,0.0,0.0,156
C_1765606,10.0,0.5766190394080244,4.0,0.0,6.0,2629
C_1765607,0.0,1.0,0.0,0.0,0.0,22
C_1765637,0.0,,0.0,0.0,0.0,1
C_1766164,0.0,0.8452285758966234,0.0,0.0,0.0,314
C_1766165,1.0,0.5299262465929133,0.0,0.0,1.0,347
C_1766166,0.0,0.5326500962121876,0.0,0.0,0.0,309
C_1766167,1.0,0.836002886002886,0.0,1.0,0.0,144
C_1766168,0.0,1.0,0.0,0.0,0.0,52
C_1766169,0.0,,0.0,0.0,0.0,62
C_1766171,2.0,0.7418465227817747,0.0,2.0,0.0,268
C_1766899,0.0,0.4544930710670251,0.0,0.0,0.0,1137
C_1767126,10.0,,3.0,4.0,3.0,1368
C_1767167,0.0,,0.0,0.0,0.0,57
C_1767316,3.0,0.8809523809523809,0.0,2.0,1.0,9621
C_1767521,14.0,0.7897984905475065,0.0,3.0,11.0,3863
C_1767576,0.0,0.8235294117647058,0.0,0.0,0.0,17
C_1767578,0.0,0.5323599439775909,0.0,0.0,0.0,595
C_1767580,1.0,0.8480392156862745,0.0,0.0,1.0,404
C_1767581,0.0,0.9384384384384384,0.0,0.0,0.0,222
C_1767587,0.0,,0.0,0.0,0.0,5
C_1767588,6.0,0.3531762526517771,0.0,6.0,0.0,908
C_1767590,632.0,0.3858123303510934,1.0,12.0,619.0,583
C_1767591,2.0,0.5922055163370777,0.0,1.0,1.0,572
C_1767593,2.0,,0.0,0.0,2.0,324
C_1770323,0.0,,0.0,0.0,0.0,16
C_1770363,1.0,,0.0,1.0,0.0,41
C_1770893,0.0,,0.0,0.0,0.0,1
C_1770905,0.0,,0.0,0.0,0.0,165
C_1771153,0.0,0.6346153846153846,0.0,0.0,0.0,155
C_1771155,0.0,0.9172413793103448,0.0,0.0,0.0,69
C_1771156,0.0,0.6951899449561096,0.0,0.0,0.0,202
C_1771158,0.0,0.6870022772366522,0.0,0.0,0.0,138
C_1771159,0.0,0.2,0.0,0.0,0.0,106
C_1771160,3.0,0.6380518874216353,1.0,2.0,0.0,247
C_1771161,2.0,0.8048229548229549,0.0,1.0,1.0,146
C_1771163,0.0,,0.0,0.0,0.0,1
C_1771164,0.0,0.675,0.0,0.0,0.0,83
C_1771165,2.0,0.8611111111111112,0.0,2.0,0.0,74
C_1771166,0.0,0.4166666666666666,0.0,0.0,0.0,48
C_1771167,0.0,0.680952380952381,0.0,0.0,0.0,82
C_1771168,5.0,0.6667340789292009,0.0,0.0,5.0,138
C_1771170,0.0,0.7683688251484863,0.0,0.0,0.0,229
C_1771174,0.0,0.6522482893450635,0.0,0.0,0.0,98
C_1771175,0.0,,0.0,0.0,0.0,22
C_1771176,0.0,0.6196296296296296,0.0,0.0,0.0,79
C_1771177,0.0,0.546875,0.0,0.0,0.0,209
C_1771179,8.0,0.3816882247463049,2.0,1.0,5.0,2942
C_1771543,0.0,0.8021284271284271,0.0,0.0,0.0,1423
C_1771634,2.0,0.6052631578947368,0.0,2.0,0.0,109
C_1772942,4.0,0.838088904162885,1.0,0.0,3.0,142
C_1773201,0.0,,0.0,0.0,0.0,40
C_1774960,0.0,0.9601126472094216,0.0,0.0,0.0,102
C_1774962,2.0,0.9963235294117648,0.0,1.0,1.0,87
C_1774963,0.0,0.9772727272727272,0.0,0.0,0.0,170
C_1774964,0.0,0.8028180354267311,0.0,0.0,0.0,51
C_1774965,0.0,0.5185185185185185,0.0,0.0,0.0,97
C_1774967,7.0,0.4615384615384615,0.0,0.0,7.0,120
C_1774969,2.0,0.3048340548340548,0.0,2.0,0.0,846
C_1774971,3.0,0.7706774225155343,0.0,2.0,1.0,192
C_1774972,1.0,0.8168051811919737,0.0,1.0,0.0,249
C_1774973,0.0,,0.0,0.0,0.0,38
C_1774975,14.0,0.7083636214388801,1.0,7.0,6.0,175
C_1774976,2.0,0.6173611111111111,1.0,1.0,0.0,323
C_1774977,0.0,0.4814814814814814,0.0,0.0,0.0,99
C_1774978,2.0,0.8414598108747046,0.0,0.0,2.0,109
C_1774980,3.0,0.8302245999614419,0.0,1.0,2.0,230
C_1774981,0.0,0.6,0.0,0.0,0.0,38
C_1774982,1.0,0.3333333333333333,0.0,1.0,0.0,50
C_1774983,0.0,0.8711340206185567,0.0,0.0,0.0,103
C_1774985,0.0,0.652207366734291,0.0,0.0,0.0,586
C_1774986,0.0,0.5374260139411654,0.0,0.0,0.0,131
C_1774987,10.0,0.8286670383864142,0.0,2.0,8.0,216
C_1774989,1.0,0.4047619047619047,0.0,0.0,1.0,101
C_1775020,0.0,0.7816917464660282,0.0,0.0,0.0,89
C_1775021,0.0,,0.0,0.0,0.0,1
C_1775489,0.0,,0.0,0.0,0.0,22
C_1775511,0.0,,0.0,0.0,0.0,8
C_1776281,0.0,0.4633569739952719,0.0,0.0,0.0,245
C_1776283,0.0,,0.0,0.0,0.0,8277
C_1776285,0.0,,0.0,0.0,0.0,2357
C_1776287,0.0,,0.0,0.0,0.0,2584
C_1776290,6.0,0.8714114126895716,3.0,0.0,3.0,1064
C_1776296,0.0,,0.0,0.0,0.0,1
C_1776297,0.0,0.4,0.0,0.0,0.0,192
C_1776301,19.0,,1.0,5.0,13.0,1834
C_1776306,0.0,,0.0,0.0,0.0,5271
C_1776310,13.0,,0.0,3.0,10.0,388
C_1776312,0.0,0.880281690140845,0.0,0.0,0.0,288
C_1776316,36.0,0.6418556169809869,5.0,10.0,21.0,11796
C_1776319,0.0,0.4347826086956521,0.0,0.0,0.0,505
C_1776760,0.0,,0.0,0.0,0.0,1075
C_1776761,1.0,0.8791666666666667,0.0,0.0,1.0,1355
C_1777000,216.0,0.5212926381615229,1.0,136.0,79.0,1272
C_1778271,0.0,,0.0,0.0,0.0,415
C_1778370,0.0,0.5714285714285714,0.0,0.0,0.0,52
C_1778415,3.0,0.7526476525619377,1.0,1.0,1.0,290
C_1778439,0.0,,0.0,0.0,0.0,8
C_1778453,0.0,0.630784708249497,0.0,0.0,0.0,71
C_1778560,2.0,0.6807222601959444,0.0,1.0,1.0,274
C_1778561,0.0,0.3409090909090909,0.0,0.0,0.0,214
C_1778562,0.0,0.709571249398046,0.0,0.0,0.0,264
C_1778564,0.0,0.3375350140056022,0.0,0.0,0.0,74
C_1778566,0.0,0.583756345177665,0.0,0.0,0.0,71
C_1778567,0.0,0.5962603174603174,0.0,0.0,0.0,105
C_1778570,0.0,0.5454545454545454,0.0,0.0,0.0,96
C_1779421,53.0,0.5522953318302737,6.0,36.0,11.0,5444
C_1779849,3.0,0.5294117647058824,0.0,3.0,0.0,769
C_1780261,0.0,,0.0,0.0,0.0,144
C_1780641,1.0,0.8962962962962963,0.0,1.0,0.0,139
C_1781812,4.0,0.4,0.0,4.0,0.0,191
C_1781818,2.0,0.7210057239589985,0.0,2.0,0.0,969
C_1782008,0.0,0.7226671476671477,0.0,0.0,0.0,276
C_1784322,3.0,,0.0,1.0,2.0,142
C_1784414,2.0,0.6562881562881563,1.0,0.0,1.0,471
C_1784703,1.0,0.4707105064247921,0.0,1.0,0.0,150
C_1784704,0.0,,0.0,0.0,0.0,71
C_1784706,19.0,0.7838138010210906,0.0,17.0,2.0,185
C_1784708,1.0,0.6325670780996345,0.0,0.0,1.0,496
C_1784709,0.0,0.3974358974358974,0.0,0.0,0.0,95
C_1784711,1.0,,0.0,0.0,1.0,62
C_1784713,0.0,0.4,0.0,0.0,0.0,109
C_1784725,0.0,0.5635964912280701,0.0,0.0,0.0,83
C_1784729,2.0,0.5517241379310345,0.0,0.0,2.0,80
C_1785303,0.0,,0.0,0.0,0.0,18
C_1785616,0.0,,0.0,0.0,0.0,42
C_1786221,29.0,0.6293657436725355,0.0,3.0,26.0,230
C_1787086,0.0,0.5966296183687487,0.0,0.0,0.0,163
C_1789680,0.0,,0.0,0.0,0.0,110
C_1789681,0.0,,0.0,0.0,0.0,1
C_1789682,0.0,0.9703315881326352,0.0,0.0,0.0,89
C_1789683,0.0,,0.0,0.0,0.0,92
C_1789684,2.0,,0.0,1.0,1.0,166
C_1789686,4.0,0.3999999999999999,0.0,4.0,0.0,84
C_1789687,0.0,0.7562192074419256,0.0,0.0,0.0,109
C_1789688,0.0,0.5062085593731163,0.0,0.0,0.0,123
C_1789689,0.0,0.5,0.0,0.0,0.0,81
C_1789691,0.0,,0.0,0.0,0.0,1
C_1789694,0.0,,0.0,0.0,0.0,697
C_1789695,0.0,0.5,0.0,0.0,0.0,146
C_1789696,0.0,,0.0,0.0,0.0,6006
C_1789697,0.0,,0.0,0.0,0.0,148
C_1790947,0.0,,0.0,0.0,0.0,15
C_1791152,0.0,0.2222222222222222,0.0,0.0,0.0,13
